chl,dox,spm,sal,temp
1.7,8.4,29,19.44,13.78
1.7,8.4,30,19.44,13.78
1.7,8.5,32,19.44,13.78
1.7,8.4,36,19.44,13.79
1.7,8.3,11,17.87,14.2
1.7,8.5,10,17.87,14.2
1.7,8.5,11,17.88,14.2
1.7,8.4,11,17.88,14.2
1.7,8.5,11,17.89,14.19
1.7,8.5,12,17.9,14.19
1.7,8.5,12,17.92,14.18
1.7,8.5,13,17.93,14.18
1.7,8.5,21,17.93,14.19
1.7,8.5,21,17.93,14.19
1.7,8.5,35,17.93,14.19
1.7,8.1,13,17.14,14.69
1.7,8.4,12,17.15,14.68
1.7,8.4,12,17.2,14.65
1.7,8.4,12,17.28,14.64
1.7,8.4,13,17.34,14.6
1.7,8.4,16,17.37,14.59
1.7,8.4,18,17.44,14.57
1.7,8.4,31,17.46,14.58
1.7,8.4,60,17.46,14.58
1.7,8.5,56,17.46,14.59
1.7,8.5,74,17.46,14.61
1.6,8.5,90,17.46,14.61
1.6,8.5,118,17.46,14.61
1.6,8.5,135,17.46,14.62
1.6,8.5,161,17.45,14.62
1.7,7.9,18,15.68,14.83
1.7,8.2,17,15.69,14.82
1.7,8.3,17,15.72,14.83
1.7,8.3,18,15.96,14.85
1.7,8.2,22,16.09,14.84
1.7,8.3,23,16.31,14.84
1.7,8.3,36,16.6,14.83
1.7,8.3,55,16.69,14.84
1.7,8.3,75,16.71,14.84
1.7,8.3,93,16.7,14.84
1.7,8.3,101,16.7,14.84
1.6,8.4,113,16.7,14.84
1.6,8.3,180,16.69,14.85
1.6,8.3,249,16.69,14.85
1.6,8.3,90,13.15,14.82
1.6,8.3,90,13.31,14.75
1.6,8.3,95,13.5,14.74
1.6,8.4,106,13.7,14.76
1.6,8.3,108,14.05,14.8
1.6,8.3,133,14.14,14.81
1.6,8.3,199,14.14,14.82
1.6,8.2,282,14.14,14.83
1.6,9.3,20,14.15,12.48
1.5,9.3,19,14.77,12.53
1.3,9.2,18,15.72,12.62
1.2,9.1,15,15.88,12.65
1.2,9.1,14,16.01,12.68
1.1,9.1,14,16.05,12.69
1.1,9.1,14,16.08,12.69
1.6,9.4,5,15.57,12.58
1.4,9.3,5,16.07,12.65
1.3,9.2,4,16.49,12.71
1.1,9.1,5,17.1,12.78
0.9,9,6,17.66,12.84
0.9,8.9,6,17.69,12.84
0.8,8.9,6,17.85,12.86
0.7,8.8,6,18.24,12.9
0.6,8.7,6,18.43,12.91
0.6,8.7,7,18.47,12.92
0.6,8.6,7,18.47,12.92
0.7,8.6,7,18.5,12.93
0.7,8.6,8,18.55,12.93
0.7,8.6,9,18.57,12.93
5.1,9.8,3,15.09,12.76
5,9.8,3,15.13,12.56
4.5,9.7,3,15.14,12.52
3.4,9.6,3,15.33,12.49
2.7,9.6,3,15.45,12.51
2.3,9.5,3,15.6,12.54
2.1,9.5,3,15.7,12.56
1.9,9.4,3,15.89,12.59
1.7,9.4,3,16.11,12.63
1.4,9.3,3,16.55,12.69
0.9,8.9,3,18.81,12.84
0.7,8.8,4,19.35,12.88
0.6,8.8,5,19.4,12.88
0.6,8.8,7,19.4,12.88
1.9,9.1,4,13.64,12.59
2.1,9.2,3,14.68,12.31
1.9,9.4,3,15.02,12.29
1.4,9.2,3,16.23,12.45
1.1,8.9,3,17.74,12.62
0.9,8.9,3,18.51,12.63
0.7,8.7,3,19.55,12.71
0.6,8.6,3,20.59,12.73
0.5,8.5,5,21.05,12.73
0.5,8.5,8,21.17,12.73
0.7,8.5,10,21.18,12.73
0.7,8.6,11,21.17,12.74
3.3,9.7,7,11.12,12.39
3.7,9.8,7,11.26,12.23
3.7,10,7,12.13,12.27
3.2,9.6,6,13.21,12.58
2.2,9.6,5,13.68,12.36
1.4,9.2,4,17.12,12.42
1,8.9,4,18.79,12.51
0.8,8.9,6,19.15,12.52
0.7,8.8,7,19.42,12.53
0.8,8.9,8,19.48,12.53
2.8,9.7,7,12.64,12.13
2.7,9.7,7,13,12.11
2.5,9.8,7,13.58,12.03
2.3,9.6,6,14.96,12.11
2.3,9.5,6,15.07,12.14
2.3,9.5,7,15.19,12.16
2.2,9.4,9,15.67,12.15
2,9.4,9,16.18,12.18
1.8,9.3,10,16.75,12.2
1.6,9.2,10,17.22,12.21
1.4,9.2,12,17.8,12.23
1.3,9,13,19.08,12.29
1.2,9,15,19.66,12.33
1.2,8.9,20,21.09,12.41
1.3,8.8,33,22.04,12.44
1.5,8.8,36,22.1,12.43
1.6,8.8,38,22.22,12.43
1.5,8.7,39,22.63,12.41
2.5,8.6,115,5.78,12.63
2.5,8.6,127,6.37,12.65
2.5,8.6,124,6.71,12.7
2.5,8.5,114,6.9,12.7
2.5,8.6,111,7.06,12.68
2.5,8.5,105,7.13,12.7
2.4,8.8,31,10.58,12.82
2.4,8.8,30,11.06,12.94
2.4,8.8,30,11.41,12.99
2.4,8.8,32,11.74,13.06
2.4,8.8,33,11.93,13.11
2.4,8.8,35,11.99,13.07
2.4,8.8,41,12.14,13.08
2.4,8.9,44,12.29,13.11
2.4,8.9,46,12.55,13.25
2.4,8.9,46,12.83,13.33
2.4,8.8,43,12.96,13.37
2.4,8.8,39,13.19,13.42
2.4,9.3,21,13.18,13.02
2.4,9.1,21,13.99,13.38
2.4,9.1,22,14.24,13.4
2.4,9.1,23,14.39,13.41
2.4,9.1,23,14.44,13.4
2.4,9.1,22,14.47,13.4
2.4,9.1,22,14.49,13.4
2.4,9.1,22,14.53,13.36
2.4,9,23,14.53,13.34
2.4,9,24,14.55,13.31
2.4,9,27,14.62,13.22
2.4,9,41,14.64,13.22
2.4,9.2,12,15.1,12.93
2.4,9.2,12,15.1,12.91
2.4,9.2,12,15.11,12.9
2.4,9.2,12,15.11,12.9
2.4,9.2,13,15.11,12.9
2.4,9.2,13,15.11,12.89
2.4,9.2,13,15.11,12.89
2.3,9.2,13,15.11,12.89
2.3,9.2,13,15.11,12.89
2.3,9.2,14,15.11,12.89
2.4,9.2,14,15.11,12.9
2.4,9.2,16,15.11,12.9
2.4,9.2,16,15.11,12.9
2.3,8.7,15,15.48,12.3
2.3,8.9,16,15.56,12.31
2.3,9,17,15.59,12.31
2.3,9,18,15.65,12.32
2.3,9,19,15.68,12.32
2.3,9,20,15.69,12.32
2.3,9,21,15.69,12.32
2.3,9.1,21,15.69,12.32
2.3,9.1,22,15.7,12.32
2.3,9.1,22,15.7,12.32
2.3,9.4,24,13.21,11.97
2.3,9.4,24,13.73,12
2.3,9.5,23,14.11,12.05
2.3,9.4,21,14.64,12.13
2.3,9.3,18,15.13,12.19
2.3,9.3,17,15.57,12.23
2.3,9.3,16,15.78,12.24
2.3,9.3,17,15.73,12.24
2.3,9.2,17,16.12,12.27
2.3,9.1,18,16.29,12.28
2.3,9.2,19,16.48,12.22
2.3,9.2,20,17.18,12.26
2.3,9.1,22,18.05,12.31
2.4,9,42,18.98,12.36
2.4,9,50,19.07,12.37
2.4,9,54,19.07,12.37
2.4,9,56,19.1,12.38
2.4,9,60,19.13,12.38
1.8,8.8,10,9.58,14.22
1.6,8.8,10,11.55,14.29
1.3,8.7,10,11.98,14.31
1.1,8.7,10,12.08,14.3
1.1,8.7,10,12.15,14.3
1.1,8.7,10,12.19,14.31
1.1,8.7,10,12.23,14.31
1.1,8.8,10,12.28,14.32
1,8.7,11,12.31,14.33
1.9,9.1,6,12.8,14.35
1.8,9.1,6,13.02,14.34
1.7,9.1,6,13.42,14.29
1.6,9.1,6,13.53,14.27
1.4,9.1,6,13.62,14.25
1.3,9,6,13.69,14.23
1.3,9.1,6,13.78,14.22
1.2,9.1,6,13.86,14.21
1.2,9.1,6,13.87,14.21
1.1,9.1,6,13.89,14.21
1,9.1,6,13.92,14.19
1,9.1,6,13.94,14.19
1,9.1,6,13.94,14.19
1,9.1,6,13.95,14.19
13.6,10.6,6,12.98,14.21
9.5,10.2,5,13.37,14.27
6.3,10.1,5,13.48,14.21
4.4,9.9,5,13.84,14.28
3.6,9.8,5,14.18,14.29
3.1,9.7,5,14.24,14.26
2.7,9.7,5,14.26,14.26
2.6,9.7,5,14.28,14.26
2.5,9.6,5,14.29,14.26
2.4,9.6,5,14.29,14.26
2.3,9.6,5,14.3,14.26
2.2,9.6,5,14.3,14.26
2.2,9.6,5,14.3,14.26
2.3,9.6,6,14.31,14.25
4.2,9.5,6,14.65,13.94
4.3,9.6,6,14.6,13.95
4.3,9.6,6,14.64,13.95
4.2,9.6,6,14.65,13.94
4,9.6,6,14.64,13.96
3.6,9.5,6,14.68,13.96
3.5,9.5,6,14.73,13.97
3.6,9.5,7,14.74,13.97
3.5,9.5,8,14.74,13.97
3.5,9.5,9,14.74,13.97
3.8,9.5,10,14.74,13.97
3.8,9.5,10,14.74,13.97
3.7,9.8,5,14.05,14.63
3.8,9.5,5,14.57,14.47
4,9.4,5,15.07,14.14
4.1,9.4,5,15.28,13.88
3.8,9.3,6,15.47,13.72
3.4,9.3,6,15.68,13.63
2.9,9.2,7,16.29,13.51
2.5,9.1,8,16.55,13.47
2.2,9.1,9,16.73,13.44
1.9,9.1,10,16.77,13.43
2,9.2,10,16.85,13.42
7,10.1,5,15.07,14.86
7,9.8,5,15.07,14.52
7.1,9.9,5,15.08,14.02
6.6,9.9,6,15.19,13.92
5.4,9.7,6,15.27,13.88
4.2,9.5,6,15.41,13.73
3.4,9.4,6,16.13,13.62
3,9.3,9,16.93,13.56
2.5,9.2,10,17.49,13.47
2.1,9.1,11,18.73,13.38
1.9,9,13,20.11,13.31
1.9,8.9,14,20.98,13.25
1.8,8.8,15,21.95,13.2
1.7,8.8,15,22.55,13.17
1.6,8.8,15,22.87,13.16
1.5,8.7,16,23.02,13.16
1.5,8.7,16,23.66,13.14
13,9.4,10,16.23,14.19
12.6,9.6,10,16.32,14.09
10.7,9.6,10,16.54,13.99
8.4,9.4,9,16.81,14.15
6.1,8.8,9,17.71,14.03
4.6,8.3,8,18.24,13.9
3.3,8,9,19.51,13.7
2,7.4,9,21.35,13.38
1.4,7.2,9,22.41,13.18
1.3,7,10,23.35,13.03
1,6.7,12,24.23,12.87
0.6,6.5,10,25.03,12.73
0.3,6.4,9,25.65,12.58
0.1,6.2,8,26.72,12.38
0.1,6.1,9,27.17,12.35
0.1,6,9,27.25,12.34
0.4,6,10,27.35,12.32
0.5,6.1,11,27.45,12.31
18.7,11.2,9,14.63,14.81
20.9,11.1,9,14.74,14.68
21.4,10.8,9,14.72,14.75
21,10.4,9,15.7,14.51
19.1,10.1,9,16.3,14.42
13.2,9.1,9,17.19,14.38
6.4,8.2,9,19.31,13.93
2.9,7.6,8,21.28,13.62
3.5,7.5,8,22.45,13.41
19,10.4,12,13.27,14.66
20.1,10.3,12,13.38,14.44
18.1,9.8,12,13.62,14.43
16.4,9.7,11,13.91,14.42
16.9,9.7,11,14.09,14.54
17.9,9.6,11,14.48,14.62
17.8,9.4,12,15.36,14.61
16.9,9.4,12,16.2,14.51
15.1,9.1,12,16.56,14.53
14.8,9.1,12,16.75,14.54
16.3,9.1,16,11.52,14.21
18,8.9,16,11.95,14.22
19.9,9,18,12.31,14.31
21.8,9.2,21,12.51,14.33
22.6,9.3,23,12.6,14.3
22.5,9.3,23,12.63,14.31
21.7,9.3,24,12.68,14.31
20.4,9.2,24,12.75,14.3
19.8,9.2,23,12.75,14.25
19,9.2,22,12.76,14.2
18,9.1,22,12.85,14.2
17.9,9.1,23,12.87,14.21
18,9.2,23,12.88,14.23
19.2,9.1,27,12.95,14.3
10.2,9,21,9.85,13.65
10.5,8.8,22,10.07,13.55
11.1,8.8,23,10.32,13.6
11.1,8.9,24,10.56,13.63
11,8.8,24,11.07,13.85
11.7,8.7,24,11.31,13.95
13.1,8.7,25,11.54,13.98
14.2,8.7,26,11.58,13.96
15.5,8.8,27,11.68,13.99
17.8,8.8,27,11.93,14.12
20,8.7,37,12.05,14.15
19.7,8.7,57,12.05,14.15
8.6,9,34,4.9,14.87
8.7,8.7,32,6.36,14.51
8.3,8.4,30,7.48,14.06
7.6,8.4,33,8.27,14.03
6.6,8.2,33,9.66,13.94
5.8,8,38,10.25,14.02
5.8,8,42,10.55,14.04
20,7.2,140,7.13,15.32
19.9,7.2,142,8.14,15.33
20.9,7.3,165,9.57,15.25
21.5,7.5,213,10.27,15.21
21,7.4,304,10.78,15.32
20.9,7.4,373,11.01,15.27
18.2,8.4,54,14.79,15.31
18.2,8.4,52,14.79,15.31
18.3,8.3,52,14.8,15.29
19.5,8.2,59,14.85,15.2
20.2,8.3,76,14.89,15.13
20.1,8.4,85,15.07,15.17
21.2,8.4,97,15.15,15.23
22.4,8.3,102,15.22,15.3
23.6,8.2,108,15.26,15.19
25.6,8.3,134,15.23,15.05
25.9,8.4,152,15.21,14.98
26.6,9.1,35,16.24,15.14
27.2,9.2,36,16.48,15.04
27.4,9.2,36,16.53,15.02
29.3,9.2,37,16.59,14.96
32.6,9.5,39,16.76,14.82
35.3,9.6,43,16.77,14.81
35.5,9.6,45,16.77,14.82
34.3,9.5,49,16.8,14.84
34.8,9.5,52,16.85,14.82
36.9,9.5,54,16.99,14.75
37.2,9.5,62,17.29,14.74
29,10.9,20,17.67,14.69
30.3,10.3,21,18.23,14.67
30.7,10,22,18.55,14.58
29.6,9.9,22,18.71,14.5
28.9,9.8,23,18.71,14.5
29.9,9.8,24,18.74,14.48
31.2,9.8,25,18.75,14.47
32.1,9.7,24,18.77,14.44
34,9.7,33,18.92,14.38
35.4,9.6,43,18.98,14.37
36.7,9.6,50,19.02,14.36
37.1,9.6,55,19.06,14.35
23.4,10,16,19.42,14.56
22.1,9.6,23,21.14,13.79
18,9.4,23,21.76,13.57
16.3,9.3,26,21.82,13.53
15.5,9.3,27,21.89,13.51
14.9,9.3,29,21.91,13.5
15.2,9.3,31,21.91,13.5
15.7,9.3,32,21.92,13.49
16.1,9.3,32,21.93,13.49
16.7,9.3,34,21.94,13.49
16.6,9.3,34,21.94,13.48
14.3,8.5,24,22.57,13.45
14.6,8.4,24,22.66,13.35
14.3,8.3,25,22.98,13.22
13.1,8.2,27,23.25,13.17
12.3,8.2,28,23.76,13.07
11.9,8.2,26,23.94,13.04
11.3,8.1,26,24.05,13.01
10.9,8.2,24,24.49,12.93
11,8.1,24,24.69,12.9
11.4,8.1,24,24.9,12.87
11.9,8.1,28,25.03,12.85
12.9,8.1,30,25.08,12.85
13.8,8.1,33,25.13,12.84
15.1,8.1,38,25.2,12.82
16.3,8.1,42,25.24,12.82
15.7,8.1,44,25.24,12.82
15,8.1,44,25.23,12.82
14.9,8.1,46,25.23,12.82
15.1,8.1,46,25.23,12.82
3.5,8.2,8,21.9,14.75
3.9,8.2,7,22.93,14.35
3.5,8.2,7,23.49,14.11
3.3,8.2,7,23.66,14.02
3.1,8.2,8,23.75,13.96
3.3,8.2,8,23.77,13.95
3.1,8.2,8,23.98,13.85
2.6,8.1,9,24.06,13.82
2.7,8.1,13,24.31,13.72
3.3,8.1,18,24.43,13.67
3.6,8.2,23,24.47,13.65
4,8.2,24,24.5,13.64
4.7,8.2,25,24.5,13.65
5,8.2,26,24.5,13.64
4.8,8.2,27,24.5,13.64
5.1,8.2,28,24.51,13.64
5.3,8.2,32,24.51,13.64
5.4,8.5,8,20.36,15.38
5.6,8.4,8,21.98,14.63
6,8.4,12,22.79,14.36
5.9,8.3,22,23.14,14.2
5.8,8.3,34,23.23,14.17
5.7,8.3,43,23.27,14.15
6,8.3,51,23.38,14.11
6.5,8.4,55,23.38,14.1
7.6,8.4,64,23.39,14.1
7.7,8.4,64,23.39,14.1
1.3,8.6,5,19.83,16.05
1.7,8.6,6,20.04,15.9
2.1,8.6,6,20.29,15.8
2.3,8.5,9,20.45,15.62
2.6,8.5,12,20.5,15.51
3.3,8.5,21,20.54,15.43
3.7,8.5,26,20.56,15.41
4.2,8.5,33,20.57,15.38
5.6,8.6,48,20.58,15.38
6.9,8.6,63,20.57,15.37
8.2,8.6,94,20.57,15.36
8.3,8.6,125,20.56,15.36
3.6,8.3,11,19.5,16.09
4.3,8.2,16,19.6,15.82
5.1,8.3,23,19.65,15.62
5.7,8.3,31,19.67,15.56
6.5,8.3,42,19.67,15.53
7.1,8.3,48,19.68,15.51
7.4,8.3,62,19.68,15.51
8,8.3,66,19.68,15.51
8.6,8.3,82,19.68,15.51
8.7,8.3,84,19.68,15.51
8.7,8.3,104,19.68,15.52
9.3,8.3,129,19.68,15.52
9.4,8.3,135,19.68,15.52
9.1,8.3,227,19.67,15.53
11.4,8.9,26,18.32,16.08
11.5,8.7,25,18.26,16.18
12.2,8.6,25,18.43,15.82
13.6,8.5,34,18.56,15.57
15.8,8.5,65,18.64,15.51
18.1,8.5,94,18.63,15.51
18.1,8.5,112,18.65,15.5
16.7,8.5,113,18.65,15.5
16.3,8.5,115,18.66,15.5
16.7,8.5,120,18.67,15.49
17.7,8.5,155,18.7,15.49
17.8,8.5,171,18.7,15.49
36.2,8.4,231,16.64,15.49
37.8,8.4,232,16.67,15.48
37.5,8.4,232,16.72,15.48
37.4,8.4,236,16.74,15.48
37.7,8.4,243,16.78,15.48
38.1,8.4,256,16.78,15.47
37.6,8.4,273,16.78,15.46
37.1,8.4,308,16.78,15.45
18.1,6.7,131,13.5,16.5
18.6,6.8,140,14.36,16.4
18.2,6.8,158,14.65,16.45
17.2,6.7,162,14.99,16.45
16.5,6.7,157,15.23,16.42
16.7,6.7,158,15.9,16.4
17.9,6.7,168,16.29,16.32
17.9,6.7,198,16.33,16.3
18.1,8.1,49,16.68,16.1
17.8,8,54,16.74,16.08
17.4,7.9,56,16.77,16.06
16.8,7.9,62,16.92,16.03
17.1,7.9,67,16.92,16.05
16.8,7.9,73,16.94,16.05
15.8,7.8,75,17.09,16.05
15,7.8,83,17.21,16.06
15,7.8,98,17.26,16.07
15.2,7.8,103,17.3,16.07
14.8,7.7,111,17.35,16.07
14.9,7.7,121,17.37,16.08
8.5,7.5,35,18.27,16.13
8.4,7.5,34,18.6,15.96
7.8,7.5,34,18.68,15.89
6.8,7.4,34,18.66,15.88
6.3,7.5,32,18.75,15.84
6.3,7.5,30,18.82,15.8
5.8,7.4,27,18.87,15.79
5.5,7.3,26,18.99,15.77
5.5,7.2,27,19.08,15.76
5.2,7,35,19.35,15.72
5.2,7.1,59,19.49,15.7
3,7.6,5,20,15.97
3.5,7.6,5,20.14,15.79
3.2,7.6,5,20.26,15.81
2.2,7.5,6,20.45,15.73
1.7,7.4,6,20.67,15.71
1.5,7.4,7,20.77,15.71
1.5,7.4,8,20.87,15.71
1.6,7.4,10,20.91,15.7
1.6,7.4,11,20.94,15.7
1.7,7.4,12,20.99,15.69
1.8,7.4,16,21.01,15.68
3.9,8.1,2,22.11,15.71
4.4,8.1,2,22.12,15.41
5.1,8.1,2,22.08,15.3
5.1,8.1,2,22.08,15.27
4.2,8.1,2,22.08,15.25
3.7,8.1,2,22.08,15.24
3.5,8.1,2,22.08,15.24
3.1,8.1,2,22.08,15.24
3.1,8.2,3,22.08,15.23
2.3,8.1,3,21.65,15.1
2.4,7.9,3,21.75,14.91
2.6,7.9,3,22.06,14.58
2.5,7.9,3,22.15,14.52
2.1,7.8,3,22.21,14.48
1.7,7.8,4,22.24,14.48
1.6,7.9,5,22.25,14.48
1.6,7.9,6,22.28,14.5
1.7,7.8,7,22.32,14.51
1.8,7.3,8,22.42,14.5
2.3,7.2,14,23.88,13.97
2.7,7.2,30,24.6,13.73
2.8,7.2,34,24.99,13.59
3.4,7.3,38,25.24,13.51
4.1,7.3,50,25.35,13.44
5.5,7.3,70,25.46,13.38
5.6,7.4,113,25.53,13.34
8.7,7.3,28,17.17,21.09
8.4,7.3,28,17.49,20.95
8.3,7,28,17.64,20.84
8.4,6.9,31,17.66,20.77
8.2,6.9,34,17.74,20.69
7.7,6.9,38,17.84,20.63
7.6,6.9,47,17.96,20.54
7.9,6.9,52,18.05,20.46
8,6.9,59,18.14,20.44
7.8,6.9,67,18.2,20.39
6,7.3,21,18.72,20.18
5.8,7.3,22,18.9,20.04
5.7,7.2,23,19.02,19.9
6,7.2,24,19.1,19.78
5.9,7.1,26,19.2,19.65
6,7.2,28,19.33,19.5
6,7.2,30,19.37,19.49
5.6,7,35,19.5,19.36
5.4,7,38,19.69,19.07
5.5,7,44,19.71,19.01
6,7,64,19.74,18.98
6,7.1,97,19.74,18.99
5.1,8,13,20.48,18.41
4.4,8,14,20.54,18.34
3.7,8,14,20.61,18.3
3.6,8,14,20.68,18.25
3.6,8.1,15,20.76,18.19
3.5,8.2,15,20.82,18.16
3.5,8.2,15,20.91,18.1
3.9,8.2,16,20.96,18.06
4,8.3,21,20.97,18.05
4.4,8.3,28,20.97,18.05
4.7,8.3,33,20.97,18.05
4.6,8.3,38,20.97,18.04
9.6,8.8,9,22.8,16.97
7.2,8.4,9,23.68,16.11
5.5,8.4,9,24.24,15.62
4.8,8.4,11,24.27,15.59
4.6,8.5,13,24.3,15.56
4.4,8.5,15,24.32,15.54
4.3,8.5,16,24.34,15.52
4.7,8.5,18,24.35,15.51
5.2,8.5,20,24.37,15.49
5.1,8.5,25,24.37,15.49
3.9,7.9,10,24.46,15.96
4.2,7.9,10,24.79,15.65
4.6,7.8,10,24.9,15.55
4.7,7.6,10,25.01,15.47
4.7,7.4,11,25.21,15.28
4.4,7.2,11,25.44,15.02
4.2,7.1,12,25.76,14.69
4,7,13,25.82,14.62
4,6.6,14,26.03,14.44
3.8,6.5,15,26.67,13.94
4,6.5,17,26.98,13.76
4.4,6.5,21,27.12,13.69
4.4,6.5,24,27.16,13.67
4.5,6.5,24,27.17,13.67
4.6,6.5,25,27.17,13.67
4.8,6.5,26,27.19,13.66
4.9,6.5,26,27.2,13.66
4.8,6.6,28,27.22,13.65
8.6,6.7,64,18.02,17.6
8.7,6.6,63,18.1,17.59
8.7,6.6,67,18.1,17.58
8.8,6.7,72,18.15,17.59
9.2,6.7,76,18.3,17.69
9.8,6.7,80,18.48,17.82
11.5,6.6,86,18.5,17.86
11.9,6.6,148,18.45,17.86
7.1,6.8,56,19.07,17.79
7.1,6.9,61,19.1,17.8
7,6.9,63,19.14,17.81
7.3,6.9,64,19.17,17.83
7.5,6.9,68,19.22,17.85
7.7,6.9,76,19.23,17.85
7.8,6.9,84,19.25,17.86
7.8,6.9,93,19.27,17.87
8,6.9,109,19.3,17.88
8.1,6.9,117,19.3,17.88
8.5,6.9,126,19.3,17.88
8.7,6.9,167,19.31,17.89
5.5,6.9,35,19.92,18.09
5.5,6.9,37,20,18.08
5.3,6.9,40,20.07,18.1
5.6,6.8,44,20.12,18.12
5.9,6.8,49,20.17,18.12
5.8,6.8,55,20.22,18.11
5.7,6.8,62,20.23,18.11
5.7,6.8,66,20.25,18.11
5.8,6.8,70,20.27,18.11
5.7,6.8,73,20.28,18.1
5.7,6.8,74,20.28,18.1
5.7,6.8,76,20.29,18.1
5.6,6.8,81,20.32,18.1
5.1,6.8,89,20.33,18.1
5,6.8,97,20.32,18.1
3.6,7.1,15,21.52,17.84
3.6,7.1,16,21.78,17.75
3.5,7.1,17,21.74,17.75
3.6,7.1,17,21.67,17.77
3.6,7.1,18,21.78,17.75
3.7,7.1,18,22,17.7
3.8,7.1,21,22.2,17.66
3.9,7.1,25,22.29,17.64
4,7.1,32,22.36,17.61
4,7.1,35,22.36,17.61
5.5,8.2,3,24.2,16.5
5.8,8.3,3,24.35,16.29
6.4,8.3,3,24.43,16.18
6.6,8.3,3,24.46,16.14
6.5,8.3,3,24.53,16.07
6.4,8.2,3,24.59,16.02
6.2,8.2,3,24.64,15.98
6,8.2,3,24.67,15.96
6,8.3,3,24.69,15.95
3.7,7.6,5,23.95,16.9
4.1,7.6,5,24.14,16.54
4.3,7.6,4,24.49,16.29
4.2,7.5,3,24.73,16.12
4.1,7.5,3,24.92,15.97
4.2,7.5,3,25,15.91
4.3,7.5,3,25.02,15.89
4.2,7.4,3,25.04,15.86
3.9,7.3,3,25.28,15.68
3.7,7.3,3,25.47,15.56
3.5,7.2,3,25.59,15.47
3.5,7.2,4,25.74,15.36
3.6,7.2,3,25.79,15.33
3.7,7.2,3,25.82,15.31
3.9,7.2,3,25.83,15.3
3.8,7.2,3,25.84,15.3
3.5,7.2,5,25.85,15.29
3.5,7.2,5,25.85,15.28
9.6,7.3,29,21.4,20.97
9.3,7.1,29,21.51,21.03
9.4,7.1,31,21.55,21.02
9.3,7.1,36,21.55,20.99
9,7.1,44,21.58,20.96
8.8,7.1,48,21.62,20.94
8.9,7.1,52,21.64,20.93
8.9,7.1,55,21.65,20.93
9.1,7,59,21.69,20.91
9,6.9,72,21.75,20.87
9,7,112,21.78,20.84
4,7.1,22,22.31,20.52
3.9,7.1,21,22.31,20.52
3.7,7.1,22,22.31,20.52
3.7,7,21,22.31,20.51
3.8,7,22,22.36,20.48
3.6,6.9,24,22.42,20.43
3.5,6.9,28,22.45,20.41
3.3,6.9,30,22.47,20.39
3.1,6.8,30,22.49,20.37
3.4,6.6,33,22.57,20.26
3.5,6.7,80,22.65,20.19
0.5,7.4,11,23.17,19.18
0.5,7.4,11,23.16,19.19
0.5,7.4,11,23.16,19.19
0.4,7.2,11,23.18,19.16
0.3,7.2,11,23.3,18.98
0.2,7.2,18,23.42,18.81
0.3,7.3,25,23.46,18.78
0.4,7.2,31,23.47,18.75
0.5,7.3,38,23.48,18.74
0.6,7.3,48,23.49,18.72
0.8,7.3,57,23.5,18.7
0.8,7.3,64,23.5,18.7
0.5,6.8,20,25.64,16.34
0.5,6.8,22,25.67,16.3
0.5,6.8,24,25.68,16.28
0.5,6.8,26,25.69,16.26
0.5,6.8,26,25.7,16.25
0.5,6.8,28,25.71,16.23
0.5,6.9,28,25.71,16.22
0.7,6.9,28,25.71,16.22
0.9,6.9,29,25.72,16.21
1,6.9,30,25.72,16.21
1,6.7,16,26.43,15.02
1.1,6.7,12,26.44,15.02
1.1,6.5,12,26.46,15.02
1.3,6.2,12,26.64,14.9
1.6,6,14,27.24,14.48
1.9,5.9,20,27.48,14.32
2,5.9,21,27.6,14.23
2.1,5.9,23,27.68,14.16
2.3,5.8,24,27.78,14.11
2.5,5.8,25,27.86,14.05
2.5,5.8,25,27.92,14.01
2.3,5.8,26,27.95,13.99
2.5,5.9,26,27.99,13.97
2.8,5.8,27,28.01,13.97
3.1,5.8,31,28.02,13.97
3.2,5.8,32,28.09,13.94
3.2,5.8,35,28.11,13.93
3.2,5.8,36,28.12,13.93
3.2,5.8,37,28.11,13.93
5.4,5.9,122,20.69,21.62
5.5,6,140,20.92,21.59
5.4,6.1,161,21.45,21.54
5,6.1,179,21.86,21.52
4.6,6.2,175,22.23,21.49
4.7,6.2,158,22.35,21.5
2.5,6.6,32,23.51,21.47
2.5,6.5,33,23.6,21.52
2.6,6.5,38,23.66,21.49
2.8,6.5,49,23.71,21.47
3,6.5,68,23.73,21.46
3.1,6.5,85,23.74,21.45
3.2,6.5,96,23.74,21.44
3.3,6.5,105,23.91,21.5
3.4,6.5,115,24.18,21.59
3.4,6.5,134,24.31,21.63
3.4,6.5,139,24.31,21.62
2.2,6.7,30,24.73,21.38
2.2,6.6,30,24.73,21.39
2.2,6.6,30,24.74,21.38
2.2,6.6,30,24.76,21.38
2.1,6.6,32,24.9,21.35
2,6.6,37,24.98,21.32
2,6.6,39,25.02,21.29
1.9,6.6,40,25.07,21.26
1.9,6.6,41,25.08,21.26
1.9,6.6,44,25.1,21.26
1.1,6.8,22,25.8,20.99
1.1,6.8,22,25.8,20.99
1.1,6.8,22,25.79,20.99
1.1,6.8,21,25.79,20.98
1.1,6.8,22,25.8,20.98
1.2,6.8,25,25.82,20.98
1.2,6.8,32,25.84,20.96
1.3,6.8,42,25.87,20.96
1.3,6.8,44,25.89,20.94
1.3,6.8,52,25.9,20.94
